date,value
1971-07-12,11.6099999999999
1971-07-19,-13.289999999999964
1971-07-26,-0.7300000000000182
1971-08-02,-29.350000000000023
1971-08-09,-7.819999999999936
1971-08-16,5.409999999999968
1971-08-23,24.889999999999986
1971-08-30,27.24000000000001
1971-09-06,4.600000000000023
1971-09-13,-1.75
1971-09-20,-2.7799999999999727
1971-09-27,-18.910000000000082
1971-10-04,4.670000000000073
1971-10-11,-0.07000000000005002
1971-10-18,-19.059999999999945
1971-10-25,-22.480000000000018
1971-11-01,-13.370000000000005
1971-11-08,1.3899999999999864
1971-11-15,-27.449999999999932
1971-11-22,-2.2700000000000955
1971-11-29,5.8799999999999955
1971-12-06,43.04000000000008
1971-12-13,-2.840000000000032
1971-12-20,17.049999999999955
1971-12-27,7.3700000000000045
1972-01-03,9.030000000000086
1972-01-10,20.16999999999996
1972-01-17,-3.6900000000000546
1972-01-24,0.7600000000001046
1972-01-31,-1.0600000000000591
1972-02-07,0.2999999999999545
1972-02-14,10.910000000000082
1972-02-21,-0.07000000000005002
1972-02-28,5.269999999999982
1972-03-06,19.639999999999986
1972-03-13,-2.5599999999999454
1972-03-20,3.009999999999991
1972-03-27,-0.6000000000000227
1972-04-03,-1.5799999999999272
1972-04-10,21.899999999999977
1972-04-17,5.1200000000000045
1972-04-24,-3.9200000000000728
1972-05-01,-9.629999999999995
1972-05-08,-12.93999999999994
1972-05-15,0.6000000000000227
1972-05-22,19.709999999999923
1972-05-29,9.710000000000036
1972-06-05,-9.860000000000014
1972-06-12,-26.93999999999994
1972-06-19,10.6099999999999
1972-06-26,-0.36999999999989086
1972-07-03,-15.660000000000082
1972-07-10,9.029999999999973
1972-07-17,-15.799999999999955
1972-07-24,-1.8099999999999454
1972-07-31,6.25
1972-08-07,25.059999999999945
1972-08-14,12.419999999999959
1972-08-21,1.650000000000091
1972-08-28,-6.470000000000027
1972-09-04,10.68999999999994
1972-09-11,-8.809999999999945
1972-09-18,-14.009999999999991
1972-09-25,-4.2000000000000455
1972-10-02,10.240000000000009
1972-10-09,-7.909999999999968
1972-10-16,-14.899999999999977
1972-10-23,12.349999999999909
1972-10-30,3.6100000000000136
1972-11-06,37.700000000000045
1972-11-13,11.139999999999986
1972-11-20,10.31000000000006
1972-11-27,19.639999999999986
1972-12-04,-1.7800000000000864
1972-12-11,9.760000000000105
1972-12-18,-5.9500000000000455
1972-12-25,-23.029999999999973
1973-01-01,15.809999999999945
1973-01-08,27.470000000000027
1973-01-15,-8.13000000000011
1973-01-22,-13.169999999999845
1973-01-29,-22.65000000000009
1973-02-05,-22.730000000000018
1973-02-12,-1.349999999999909
1973-02-19,-0.2300000000000182
1973-02-26,-19.340000000000032
1973-03-05,1.4300000000000637
1973-03-12,10.909999999999968
1973-03-19,-9.180000000000064
1973-03-26,-40.33999999999992
1973-04-02,28.299999999999955
1973-04-09,-19.93999999999994
1973-04-16,28.289999999999964
1973-04-23,3.840000000000032
1973-04-30,-41.00999999999999
1973-05-07,31.67999999999995
1973-05-14,-25.980000000000018
1973-05-21,-32.72000000000003
1973-05-28,35.67000000000007
1973-06-04,-36.879999999999995
1973-06-11,26.039999999999964
1973-06-18,-31.450000000000045
1973-06-25,-8.729999999999905
1973-07-02,11.889999999999986
1973-07-09,-21.600000000000023
1973-07-16,15.879999999999995
1973-07-23,24.909999999999968
1973-07-30,25.81000000000006
1973-08-06,-27.840000000000032
1973-08-13,-56.49000000000001
1973-08-20,19.460000000000036
1973-08-27,-8.350000000000023
1973-09-03,24.08000000000004
1973-09-10,11.059999999999945
1973-09-17,-12.269999999999982
1973-09-24,41.539999999999964
1973-10-01,19.200000000000045
1973-10-08,24.149999999999977
1973-10-15,7.3799999999999955
1973-10-22,-14.899999999999977
1973-10-29,23.329999999999927
1973-11-05,-51.77999999999997
1973-11-12,-26.860000000000014
1973-11-19,-17.089999999999918
1973-11-26,-37.33000000000004
1973-12-03,-31.75
1973-12-10,15.799999999999955
1973-12-17,-22.399999999999977
1973-12-24,3.080000000000041
1973-12-31,29.289999999999964
1974-01-07,32.210000000000036
1974-01-14,-38.75
1974-01-21,13.990000000000009
1974-01-28,3.919999999999959
1974-02-04,-15.449999999999932
1974-02-11,-23.540000000000077
1974-02-18,-0.07999999999992724
1974-02-25,35.66999999999996
1974-03-04,-4.07000000000005
1974-03-11,26.129999999999995
1974-03-18,9.780000000000086
1974-03-25,-9.700000000000045
1974-04-01,-31.450000000000045
1974-04-08,0.8600000000000136
1974-04-15,-2.730000000000018
1974-04-22,15.090000000000032
1974-04-29,-25.25999999999999
1974-05-06,11.259999999999991
1974-05-13,4.540000000000077
1974-05-20,-31.600000000000023
1974-05-27,-2.1900000000000546
1974-06-03,-14.480000000000018
1974-06-10,51.55000000000007
1974-06-17,-10.629999999999995
1974-06-24,-27.700000000000045
1974-07-01,-12.980000000000018
1974-07-08,-10.639999999999986
1974-07-15,-4.539999999999964
1974-07-22,0.7100000000000364
1974-07-29,-3.3700000000000045
1974-08-05,-31.99000000000001
