date,value
1965-02-01,-0.4726044109457934
1965-03-01,-0.27388875031944515
1965-04-01,-0.3986391430377645
1965-05-01,-0.30830135965451655
1965-06-01,0.4940185054496098
1965-07-01,0.47633944769482106
1965-08-01,0.5760218233225327
1965-09-01,0.217208815794395
1965-10-01,0.2805135829731684
1965-11-01,0.0694723728147677
1965-12-01,-0.19583527596067718
1966-01-01,-0.2029408439966911
1966-02-01,-0.5276327420823712
1966-03-01,-0.2708749541354001
1966-04-01,-0.13036181786324352
1966-05-01,-0.012739025777429802
1966-06-01,0.15415067982725805
1966-07-01,0.6071343058999057
1966-08-01,0.011904902506318038
1966-09-01,0.5365279731893589
1966-10-01,0.18289809183442696
1966-11-01,0.07760124602355134
1966-12-01,-0.6137200469286235
1967-01-01,0.0939657924183317
1967-02-01,-0.7627808723187464
1967-03-01,0.028437935320533292
1967-04-01,-0.2301775779715891
1967-05-01,-0.12516314295400655
1967-06-01,0.27763173659827967
1967-07-01,0.31015492830383984
1967-08-01,0.446583355037637
1967-09-01,0.4622723983489996
1967-10-01,0.31709595765807475
1967-11-01,0.05908891637000657
1967-12-01,-0.4034180244864398
1968-01-01,0.059541393691016964
1968-02-01,-0.281918367735031
1968-03-01,-0.15287435546765415
1968-04-01,-0.4628861614768711
1968-05-01,0.04845238338594626
1968-06-01,-0.020478531343540496
1968-07-01,0.43043802903954465
1968-08-01,0.1986302948358789
1968-09-01,0.4922722158702424
1968-10-01,0.2298625015629545
1968-11-01,0.08879549878313142
1968-12-01,-0.2704030248434286
1969-01-01,0.10364598459058527
1969-02-01,-0.24856036429833228
1969-03-01,-0.29763240330494956
1969-04-01,-0.35667494393873245
1969-05-01,-0.06899287148695166
1969-06-01,-0.05236798551731514
1969-07-01,0.28364166291477577
1969-08-01,0.32834211053796203
1969-09-01,0.3021541050603158
1969-10-01,0.3822082459438967
1969-11-01,0.044579631633088646
1969-12-01,-0.15321347263588336
1970-01-01,0.004905978768854347
1970-02-01,-0.4471030961457494
1970-03-01,-0.36179004460550246
1970-04-01,0.16507975035944877
1970-05-01,-0.532804530484766
1970-06-01,0.3073290698355775
1970-07-01,0.23166743089710895
1970-08-01,0.22067136216882144
1970-09-01,0.5162563949511245
1970-10-01,0.23693282657568737
1970-11-01,0.042219618786893065
1970-12-01,-0.29854156879842186
1971-01-01,-0.055741983008235074
1971-02-01,-0.7124403834946245
1971-03-01,0.050643732818755005
1971-04-01,-0.26731476962734657
1971-05-01,0.09237332013101529
