date,value
1966-02-01,-0.05001042057466165
1966-03-01,0.24846135929849966
1966-04-01,-0.2231435513142097
1966-05-01,0.07232066157962613
1966-06-01,-0.12361395596717673
1966-07-01,0.14660347419187536
1966-08-01,-0.2288415724288475
1966-09-01,0.10821358464023279
1966-10-01,-0.10821358464023279
1966-11-01,-0.18805223150293937
1966-12-01,0.5245244681241523
1967-01-01,0.020202707317519497
1967-02-01,0.16551443847757374
1967-03-01,0.06559728248581287
1967-04-01,-0.677398823591806
1967-05-01,0.19782574332991976
1967-06-01,0.18658595558041213
1967-07-01,0.12014431184206353
1967-08-01,0.12405264866997845
1967-09-01,-0.05129329438755015
1967-10-01,-0.09180754925312273
1967-11-01,0.2972515234679318
1967-12-01,0.25131442828090567
1968-01-01,-0.19574457712609483
1968-02-01,-0.17693070815907852
1968-03-01,-0.1198011998126205
1968-04-01,0.4234836136108422
1968-05-01,0.11247798342669046
1968-06-01,-0.2947995402206445
1968-07-01,0.43363598507486056
1968-08-01,0.2523427060064716
1968-09-01,-0.14698219034864568
1968-10-01,-0.212780764278663
1968-11-01,0.26157092844809515
1968-12-01,0.16766439899398122
1969-01-01,0.0586487270815077
1969-02-01,-0.24231346742192983
1969-03-01,0.1213608570042668
1969-04-01,-0.2502945403801604
1969-05-01,0.04485056616535221
1969-06-01,-0.39239302654081154
1969-07-01,0.4436863209283617
1969-08-01,0.1028573854397079
1969-09-01,-0.18986876242933715
1969-10-01,-0.1786917887433761
1969-11-01,0.05292240145434235
1969-12-01,-0.21800215181379112
1970-01-01,0.2384110234449981
1970-02-01,0.07770898432731599
1970-03-01,0.04567003683318838
1970-04-01,-0.21868920096482913
1970-05-01,0.08515780834030728
1970-06-01,0.2433462586317292
1970-07-01,0.21511137961694526
1970-08-01,0.2035989552412394
1970-09-01,0.21680773286512434
1970-10-01,-0.22208478996596792
1970-11-01,-0.08269171584511348
1970-12-01,0.02272825107755594
1971-01-01,-0.2691286645560327
1971-02-01,0.16874947924841077
1971-03-01,0.06025919151819714
1971-04-01,-0.13771725055720108
1971-05-01,0.21098945166352667
1971-06-01,-0.1715106406897391
1971-07-01,0.5769757487979028
1971-08-01,-0.20875481386211003
1971-09-01,-0.05035388614561409
1971-10-01,0.26991961611193993
1971-11-01,-0.04022480131050887
1971-12-01,0.06849523524876489
1972-01-01,-0.1872115420881464
1972-02-01,-0.11097850796204956
1972-03-01,0.18778391918579462
1972-04-01,0.13109652412184758
1972-05-01,-0.32358633434505535
1972-06-01,0.14874526126035015
1972-07-01,0.3611365210009341
1972-08-01,-0.040467949552846605
1972-09-01,-0.0959003244068759
1972-10-01,-0.22071144634559658
1972-11-01,0.03968774826724264
1972-12-01,0.22547546064918844
1973-01-01,-0.07745805903900393
1973-02-01,-0.08762169132044484
1973-03-01,0.13353139262452274
1973-04-01,-0.2255502913447751
1973-05-01,0.13853891435514498
1973-06-01,-0.02478002899848697
1973-07-01,0.10212949507638047
1973-08-01,0.26062015040882347
1973-09-01,-0.26062015040882347
1973-10-01,0.05967233148639828
1973-11-01,0.0734544485491524
1973-12-01,0.0028288562004776807
1974-01-01,-0.07933674223652076
1974-02-01,-0.00921665510492442
1974-03-01,-0.12825433552367826
1974-04-01,-0.15942773692810253
1974-05-01,-0.008264509849893464
1974-06-01,0.17468528226896662
1974-07-01,0.21263557371579456
1974-08-01,0.259108700007725
1974-09-01,-0.23407262184640043
1974-10-01,0.2911102554458491
1974-11-01,-0.07458194325035805
1974-12-01,-0.14497461984686577
1975-01-01,0.24590053843682558
1975-02-01,-0.1031407589195128
1975-03-01,-0.184541313532268
1975-04-01,-0.008032171697264445
1975-05-01,-0.2084668368982765
1975-06-01,0.04531519621204261
1975-07-01,0.23070979169752537
1975-08-01,-0.010101095986503772
1975-09-01,0.08975718080581352
1975-10-01,0.0
